ID,name,age,region,experience,hours_per_week,overtime,performance,education,salary
2310,Molly Buchanan,50,Seoul,12,39,1,59,Highschool,101286.6
1437,Shannon Beck,43,Seoul,17,35,0,77,Bachelor,98034.29
2419,Sandra Johnson,40,Seoul,14,44,0,59,Highschool,81788.77
3987,Holly Yoder,24,Rural,8,35,0,68,PhD,82021.2
3099,Andrew Morris,51,Seoul,23,33,0,100,Master,125871.34
4589,Lisa Clark,34,Metro,16,49,0,78,PhD,119216.09
284,Rebecca Whitaker,56,Metro,15,57,1,98,Highschool,107098.04
4919,Roy Bradley,23,Rural,12,57,0,73,Bachelor,82769.81
843,Christopher Johnson,27,Metro,25,54,0,77,Bachelor,106630.97
1514,Sharon Zavala,24,Seoul,16,49,0,51,Highschool,73656.21
1169,Bethany Hammond,60,Metro,10,59,0,77,Bachelor,115706.35
1593,Kelly Charles,41,Rural,14,34,0,80,Highschool,75708.9
3461,Brandi Douglas,48,Rural,17,38,0,58,Highschool,92413.58
3166,Donna Rogers,55,Rural,7,40,1,73,Master,99976.49
2285,Randy Castillo,32,Metro,11,38,0,97,Bachelor,94470.59
3576,Steven Jacobson,55,Seoul,23,51,1,58,Highschool,107189.95
4871,Martin Long,40,Metro,9,40,0,77,Master,99502.05
2306,Dawn Matthews,54,Metro,20,57,0,80,Highschool,109436.35
953,Nicole Thompson,31,Seoul,29,34,0,63,Bachelor,103520.01
4943,Kevin Roberts,30,Metro,29,37,0,97,Bachelor,98182.1
3054,Mary Arnold,34,Seoul,2,34,0,96,Highschool,78780.85
4560,Dakota Stout,27,Seoul,1,55,1,56,Master,92847.77
2686,Angela Wilson,48,Rural,16,58,0,63,Bachelor,95845.72
1490,Shawn Crawford,24,Metro,27,44,1,71,Highschool,93277.8
928,Joshua Lee,26,Seoul,25,52,1,51,Highschool,90119.73
1210,Shelly Smith,38,Metro,2,30,0,56,Bachelor,79627.87
3974,John Fischer,49,Seoul,6,55,1,79,Bachelor,120618.41
3546,Carlos Colon,60,Rural,1,36,0,59,Master,89713.44
4362,Edward Santos,53,Seoul,25,53,0,87,Bachelor,116479.84
1922,Jodi Johnson,49,Seoul,15,37,1,65,Highschool,104259.12
352,Michelle Roberts,53,Rural,10,52,0,56,Bachelor,102582.86
4899,Daniel Neal,52,Metro,30,34,1,62,Bachelor,118371.16
3394,Travis Brown,29,Rural,18,37,1,75,Bachelor,83202.95
2722,Cheryl Garcia,54,Metro,20,53,0,56,PhD,120384.84
4982,Mark Lopez,43,Metro,21,52,0,78,Highschool,106728.14
719,Keith Carson,42,Metro,13,59,0,96,Master,121955.16
2703,Paul Smith,59,Seoul,7,44,0,91,Highschool,110715.94
2723,Joseph Rogers,46,Metro,27,30,0,89,Highschool,105091.59
4562,Johnny Fitzpatrick,25,Seoul,26,57,1,51,Highschool,104298.65
309,Russell Foster,44,Metro,17,45,0,96,Master,121867.79
1676,Sonya Jones,49,Metro,16,48,0,95,Bachelor,119749.17
834,Tara Livingston,47,Seoul,7,39,0,72,Bachelor,90156.77
367,Mark Young,33,Metro,17,40,0,76,Bachelor,87948.42
4507,Brandi Church,59,Seoul,1,45,1,84,Bachelor,103737.25
2079,Dawn Baxter,34,Seoul,9,52,0,87,PhD,113060.27
4039,Michael Wallace,27,Seoul,16,54,0,64,Highschool,91425.59
4847,Allison Burch,60,Metro,0,56,1,87,PhD,140851.2
4480,Daniel Hayes,38,Rural,16,35,1,53,Bachelor,82470.44
1747,Jeremiah Kelley,43,Seoul,26,32,0,96,Bachelor,115658.46
20,Larry Patton,23,Metro,23,58,0,66,Highschool,87181.54
1323,Kevin Harmon,26,Seoul,23,38,1,75,PhD,110044.5
3568,Devin Rivas DDS,43,Seoul,16,31,1,64,Master,117961.85
2522,Tara Rodgers,60,Metro,17,45,0,65,PhD,120986.16
219,James Johns,51,Seoul,27,52,0,54,Master,118566.98
1488,Cassandra Walter,40,Metro,8,51,0,61,Bachelor,97982.27
439,Michelle Henry,38,Rural,6,39,0,83,Highschool,71711.96
4175,Patrick Valdez,26,Metro,17,53,0,98,PhD,110089.69
2751,Erin Cole,56,Seoul,25,53,1,70,PhD,140430.07
3289,Taylor Johnson,45,Metro,5,54,0,52,Bachelor,92502.89
3434,Rhonda Payne,38,Seoul,14,37,0,79,Master,104774.42
2526,Penny Phillips,59,Metro,3,50,1,70,PhD,120731.11
4651,Tracy Jones,40,Metro,7,40,1,86,Bachelor,94274.67
3689,James Walsh,36,Metro,11,42,1,98,Highschool,84452.51
2764,Joel Vasquez,50,Rural,19,30,0,64,Bachelor,98008.17
803,Ariel Wiggins,24,Metro,4,49,0,54,Highschool,60192.76
2998,Eric Johnson,58,Metro,16,51,0,80,Highschool,112333.37
2229,Cameron Phillips,59,Metro,21,46,0,52,Bachelor,116081.96
4786,Kaitlyn Fletcher,60,Seoul,7,45,0,75,Highschool,107333.56
2078,Lynn Blair,46,Metro,18,49,1,100,Master,131568.96
583,Philip Moran,45,Seoul,16,59,0,84,Bachelor,110280.43
204,Timothy Welch,47,Metro,26,42,0,62,Highschool,99157.93
4347,Steven Schultz,53,Metro,13,57,0,96,PhD,136821.71
3479,Darren Landry,39,Rural,11,31,0,77,Bachelor,88749.56
2930,Diane Crawford,56,Metro,3,57,1,73,Highschool,111151.62
3086,Lisa Craig,34,Metro,3,39,0,78,Bachelor,79526.45
1019,Anthony Merritt,43,Metro,23,43,0,55,Master,121622.34
1584,Justin Mcneil,52,Rural,1,60,1,69,Highschool,80959.26
1033,Jerry Russell,37,Seoul,3,54,0,97,Highschool,89465.49
1719,James Mcfarland,22,Metro,5,45,0,83,Highschool,71164.02
1282,Connor Powell,51,Seoul,16,46,0,63,PhD,135264.87
2499,Karen Davila,43,Rural,27,39,0,66,Highschool,98770.23
3351,Amber Ferrell,38,Seoul,3,56,0,90,Master,95438.09
518,Allison Gaines,48,Rural,26,58,1,78,Bachelor,117670.05
1748,Jeremy Clark,55,Rural,1,53,1,61,Bachelor,101159.34
4653,Marc Harvey,38,Seoul,1,43,1,73,Bachelor,82476.89
3733,Chelsea Wright,48,Metro,7,44,1,81,PhD,123063.93
669,Bruce Schroeder,35,Metro,0,33,0,72,Highschool,62017.02
4060,John Lowe,31,Seoul,12,51,0,70,Highschool,79103.23
3027,Stephanie Gallagher,59,Seoul,16,59,0,62,Bachelor,116075.1
4933,Jessica Harris,43,Seoul,2,55,0,67,Highschool,83602.75
3287,Stacy Murray,38,Metro,15,55,1,88,Highschool,103569.62
2651,Laurie Phillips,48,Metro,2,39,0,96,PhD,112561.17
4454,Daniel Davis,48,Metro,29,42,1,74,Bachelor,111192.57
3193,Connie Callahan,25,Metro,15,60,1,65,Bachelor,86791.94
2125,Seth Sutton,54,Rural,8,56,1,76,Highschool,92432.35
3376,Amanda Decker,55,Seoul,15,50,0,95,Bachelor,108638.41
3393,Stephanie Randall,50,Seoul,12,37,0,52,Master,110086.79
3486,Jacqueline Cole,22,Seoul,22,57,1,50,Highschool,94367.73
760,Breanna Smith,56,Seoul,21,31,1,56,Bachelor,114259.34
3380,Ashley Mosley,26,Metro,11,57,1,87,Bachelor,92967.81
4441,Robin Thompson,22,Rural,19,56,0,52,Bachelor,81132.89
2527,Alisha Bishop,31,Seoul,26,32,1,53,Highschool,90430.33
4859,Jennifer Dyer,44,Metro,7,38,0,66,Highschool,73563.53
908,Andrea Miller,24,Seoul,23,37,0,91,Bachelor,91107.62
2684,Seth Harris,54,Rural,24,32,1,58,Highschool,93944.91
215,Marissa Watson,49,Rural,20,35,0,61,Bachelor,94925.08
3332,Felicia Ewing,50,Rural,17,41,0,51,Bachelor,104850.45
4459,Deborah Schwartz,52,Metro,22,50,1,50,Bachelor,126862.91
694,Stephanie Ward,38,Seoul,30,47,1,69,Bachelor,123966.75
1504,April Myers,46,Seoul,2,52,0,69,Master,93271.44
2415,Steven Baker,34,Metro,14,46,0,57,Highschool,84968.39
2119,George Brown MD,42,Seoul,12,43,0,54,Highschool,83875.24
3859,Gregory Lynch,59,Metro,18,34,0,80,Highschool,110134.47
2463,John Barnett,57,Seoul,23,46,0,99,PhD,154459.98
3636,Emily Harris,22,Seoul,10,31,0,65,Bachelor,81923.69
4106,Johnathan Logan,27,Seoul,14,57,0,100,Bachelor,101202.69
4479,Brian Roberts DVM,49,Metro,2,43,0,69,Bachelor,88375.92
197,Jonathan Ruiz,27,Metro,23,60,0,71,Highschool,85799.87
4668,Charles Torres,27,Seoul,3,39,1,100,Master,98043.91
1544,Laura Smith,59,Metro,1,44,0,51,Highschool,94940.16
1331,Meredith Ramsey,45,Seoul,6,60,0,64,Bachelor,95644.18
880,Jessica Johnson,56,Seoul,17,42,0,95,Bachelor,128945.64
4503,Steven Martin,29,Rural,19,39,1,93,Highschool,88790.85
3502,Carol Mitchell,56,Rural,1,56,0,99,Bachelor,99195.87
3895,Linda Conway,43,Rural,5,37,0,73,Highschool,67749.44
4991,Maria Martin,39,Rural,3,33,0,83,Master,84297.64
888,Robert Henderson,46,Seoul,21,35,1,56,Highschool,99525.64
1346,Kathleen Wilson,50,Seoul,14,48,0,72,Bachelor,100802.95
69,Diane Davis,39,Metro,12,50,0,80,Bachelor,90893.16
4211,Molly Jackson,36,Rural,16,41,1,98,Bachelor,103854.02
1816,Marissa Carter,35,Metro,12,53,1,85,Bachelor,95046.81
569,Donald Harrison,36,Rural,27,37,0,68,Bachelor,103079.06
2168,Kevin Larsen,32,Seoul,26,49,0,75,Master,123251.74
97,Miranda Crawford,54,Metro,25,52,0,79,Highschool,109210.83
4182,Jimmy Reese,35,Seoul,20,58,0,72,Highschool,97060.97
3354,Daniel Esparza,47,Rural,21,51,0,56,Bachelor,97662.05
140,Kevin Roth,49,Seoul,16,49,0,98,Master,117446.23
4955,Heather Floyd,45,Seoul,29,52,1,62,Master,137478.9
2603,Brenda Holland,59,Seoul,13,32,0,84,Highschool,100070.49
4024,Donald King,57,Seoul,28,45,0,73,PhD,136362.58
4773,Carlos Marshall,23,Metro,19,34,0,61,Bachelor,78839.42
1607,Lisa Simpson,46,Metro,19,42,0,88,Highschool,100567.72
1630,Robert Jones,42,Rural,9,52,1,68,PhD,103942.2
1540,Christian Garza,53,Metro,26,51,0,58,Bachelor,120859.86
1695,Tony Moore,51,Metro,30,51,0,69,Bachelor,132504.61
2060,Jeremy Cummings DVM,56,Seoul,19,35,0,74,PhD,120019.79
464,Carol Bass,53,Seoul,7,47,0,73,Master,111787.67
2331,Jennifer Casey,48,Metro,27,54,0,77,Highschool,124552.13
3044,Rachel Lowery,29,Metro,11,42,1,75,Master,105112.55
4735,Stephanie Clark,41,Metro,2,60,0,54,Bachelor,87855.11
595,Derek Gibson,38,Rural,13,55,0,97,Master,102646.6
3815,Eric Barry,59,Metro,30,43,0,55,Highschool,112832.67
626,Shaun Rollins Jr.,22,Rural,24,56,0,97,Highschool,86958.41
451,Kyle Austin,57,Seoul,1,59,0,69,Highschool,107794.03
1500,Kathy Allen,36,Seoul,20,45,1,68,Bachelor,113230.83
2457,Stephanie Stephens,37,Seoul,9,51,1,99,Highschool,95959.0
4723,Carrie Johnson,53,Metro,20,40,1,80,Master,118302.37
2985,Lindsay Newton,49,Metro,15,45,0,78,Highschool,94638.89
1570,Joshua Simpson,60,Metro,16,33,0,100,PhD,137654.4
1035,Phillip Smith,39,Seoul,2,33,0,97,Master,93244.1
3519,Ethan Spence,60,Metro,1,36,0,73,Master,110083.52
1558,Pamela Gray,31,Metro,30,50,0,64,Bachelor,96112.12
3625,Jacob Smith,35,Metro,24,45,0,66,Highschool,88340.11
4665,Tracy Padilla,53,Seoul,22,48,0,85,Master,135217.08
151,Harry Carr,24,Seoul,4,59,0,87,Bachelor,94410.68
1421,Jason Meza,53,Metro,19,60,0,69,Bachelor,128025.35
2012,Tara Gordon,53,Seoul,7,33,0,90,Bachelor,94663.25
2687,Jamie Collins,44,Rural,30,53,1,87,Bachelor,125127.12
1787,Mary French,27,Metro,22,39,0,61,Master,105013.79
89,William Adkins,26,Rural,12,51,0,65,Bachelor,71142.58
458,Daniel Hall,45,Metro,7,42,1,81,Master,113124.65
1306,James Juarez,60,Metro,3,46,1,60,Bachelor,95163.53
2926,Larry Moran,50,Metro,21,31,1,60,Master,120097.86
3271,Samantha Schneider,31,Metro,10,39,0,56,Bachelor,87672.37
3228,Shelby Petersen,58,Metro,10,38,0,69,Master,106801.78
1989,Tammy English,37,Seoul,21,53,1,67,Master,120654.58
3755,Walter Cook,22,Metro,1,57,1,63,Bachelor,73339.86
3647,Kristy Wilson,46,Metro,21,41,0,96,Highschool,97276.95
832,Megan Johnson,33,Seoul,14,34,1,86,Highschool,87233.29
240,Johnny Velasquez,29,Rural,5,39,0,59,Highschool,61301.55
4682,Kayla Case,24,Seoul,5,33,0,81,Bachelor,83007.03
3023,Devon Booth,47,Seoul,21,58,1,61,Highschool,103409.75
3149,Jennifer Juarez,29,Rural,9,48,0,82,Highschool,72290.2
1947,Evelyn Lee,57,Metro,3,46,0,56,Highschool,91497.31
2776,Mr. Patrick Caldwell,33,Rural,1,30,0,60,Bachelor,62526.85
193,Nicholas Brown,32,Seoul,22,56,1,57,Bachelor,98337.87
4850,Valerie Reynolds,27,Metro,28,58,0,64,Highschool,88045.46
4940,Mark Brady,46,Metro,25,41,0,96,Master,116957.62
945,Melvin Bryan,52,Metro,29,42,1,66,Highschool,111645.89
1269,Stacy Watson,55,Metro,25,30,0,78,Bachelor,116546.45
4232,Christopher Soto,29,Metro,30,59,1,65,Master,110180.53
2308,Teresa Johnson,40,Seoul,0,44,1,78,Highschool,78041.24
4425,Darryl Mills,51,Seoul,23,48,0,76,Bachelor,129835.5
4712,Jonathan Martin,39,Seoul,5,53,0,65,Bachelor,83659.3
2314,Brittany Brown,58,Metro,13,52,1,81,Bachelor,120243.87
3215,Brett Brooks,54,Metro,13,58,1,91,Highschool,124655.84
2733,Chelsea Williams,23,Seoul,20,52,0,66,PhD,105315.25
1927,Jonathan Baird,30,Metro,30,32,0,94,Master,105064.19
4228,Brandon Phillips,32,Seoul,2,43,1,98,Master,102837.4
4677,Paul Martinez,47,Metro,24,45,0,92,Highschool,109558.42
801,Aaron Brown,45,Seoul,27,47,0,52,Bachelor,116222.3
3672,Chad Quinn,54,Rural,1,35,0,75,PhD,99678.99
4194,Samuel Reyes,46,Metro,16,30,1,65,Bachelor,97274.99
2969,Christine Armstrong,25,Rural,25,46,0,72,Bachelor,91945.47
4794,Carla Burton,33,Rural,26,52,0,50,PhD,105767.57
4369,Jose Frazier,24,Rural,3,37,1,52,Highschool,52764.48
2777,Cynthia Brown,24,Seoul,0,35,1,50,Bachelor,75875.25
2971,Brandon Martin,58,Seoul,25,58,1,95,Bachelor,150044.41
3868,Jeanette Wagner,24,Seoul,8,30,0,57,Master,83551.47
1744,Derek Marquez,53,Metro,24,49,0,77,Bachelor,124440.19
3949,Anthony Diaz,55,Metro,14,39,0,50,Highschool,86549.11
3803,Dr. Richard Brown Jr.,54,Seoul,13,37,0,58,Bachelor,113742.65
2025,Steven White,48,Metro,14,46,0,85,Master,112094.51
2275,Ryan Lewis,60,Seoul,2,43,1,92,Master,117762.34
100,Mrs. Anita Harvey,58,Metro,1,42,1,64,Highschool,101443.95
4922,Joshua Adams,51,Seoul,0,37,1,62,Highschool,80761.19
3408,Marissa Gordon,32,Metro,3,41,1,65,Highschool,68174.23
4246,Dylan Shepard,41,Seoul,1,44,0,84,Highschool,88155.0
4620,Shannon Diaz DVM,38,Rural,6,47,0,74,Master,87413.25
4917,Caitlin Sanchez,24,Seoul,13,45,0,77,Bachelor,83776.22
192,Natalie Collins,43,Metro,27,35,1,66,Highschool,101647.62
4697,Jeffrey Sanders,59,Seoul,4,46,1,96,Bachelor,113838.68
1785,Jennifer Mcclain,59,Metro,18,48,0,88,Bachelor,119367.96
1533,Andrew Hayes,29,Metro,20,59,1,61,Bachelor,95540.55
2835,Michael Hawkins,26,Metro,27,48,0,58,Bachelor,90542.47
4445,Mark Taylor,37,Seoul,22,52,0,100,Bachelor,113975.33
4916,Brandon Gallagher,33,Rural,28,41,0,63,Highschool,91290.16
1599,Jason Hughes,24,Seoul,19,59,0,57,Bachelor,99694.75
1780,Michelle Gould,32,Seoul,3,30,0,60,Bachelor,75212.3
4901,Monica Dawson,54,Metro,27,51,1,72,Bachelor,131717.64
2575,Christopher Turner,37,Seoul,1,49,0,62,Highschool,78716.37
3399,Timothy King,32,Seoul,5,32,0,62,Bachelor,77683.74
3976,Daniel Berry,22,Metro,25,44,0,72,Bachelor,84465.03
3771,Laurie Smith,28,Seoul,8,42,1,99,Bachelor,99638.19
167,Timothy Fowler,24,Metro,12,39,0,56,Bachelor,73993.33
1752,Annette Cooper DVM,51,Seoul,27,54,0,61,Master,119518.86
1480,Keith Harmon,38,Metro,27,38,0,51,Highschool,96526.05
1025,Paul Jones,51,Seoul,6,37,0,97,Highschool,92663.38
1789,Melanie Jenkins,39,Rural,19,42,1,96,Master,108366.94
2265,Russell Thompson,46,Rural,16,49,0,91,Highschool,102433.17
2474,Sandra Martinez,53,Rural,1,54,0,50,Highschool,85350.56
1823,Cory Gonzalez,29,Rural,12,54,1,92,Bachelor,83821.65
1221,James Nichols,47,Rural,16,34,1,54,Master,108938.82
1667,Molly Bowman,35,Metro,2,44,0,96,Highschool,76645.61
2961,Joseph Morales,25,Seoul,4,53,1,73,Bachelor,81917.86
153,Shelly Adkins,27,Seoul,8,38,0,63,Bachelor,79915.79
2535,Bethany Wheeler,43,Metro,21,43,1,81,Highschool,95615.73
4689,Paul Jenkins,23,Rural,8,46,1,76,PhD,101881.74
1979,Donna Armstrong,51,Seoul,20,52,0,92,Master,129817.34
1470,Samantha Love,50,Seoul,30,41,1,93,Bachelor,133292.27
2808,Ryan Benson,54,Metro,23,49,1,62,Bachelor,122375.0
2513,Levi Ross,31,Metro,20,55,0,86,Highschool,89060.37
2944,Chris Stevens,51,Rural,21,32,0,93,Master,119324.44
2981,Lauren Gonzales,32,Metro,12,36,0,83,Highschool,75039.23
4823,Mary Price,58,Metro,24,40,0,57,Bachelor,110213.64
3018,Teresa Short,41,Seoul,7,35,0,63,Bachelor,85327.37
1567,Elizabeth Wilkerson,34,Rural,15,50,1,54,Highschool,75498.69
32,Bryan Navarro,28,Seoul,16,60,0,90,PhD,119703.63
938,Jonathan Strickland,29,Seoul,10,41,1,67,PhD,101234.31
1216,Ariana Maldonado,46,Metro,11,48,1,80,Bachelor,114878.97
1938,Sean Hernandez,32,Metro,6,44,0,51,Highschool,76877.43
1130,Lisa Chavez,55,Rural,21,39,1,51,Bachelor,104922.05
310,Tracy Williams,23,Metro,0,32,0,74,Highschool,58995.58
4902,Matthew Rice,32,Seoul,26,44,1,74,Master,108041.49
2169,Kathleen Pennington,42,Metro,12,35,1,87,Highschool,102146.66
3114,Emily Fitzpatrick,38,Metro,27,59,0,70,Bachelor,107438.8
496,Amy Martinez,42,Seoul,20,45,1,56,Master,121205.33
206,Dustin Morris,40,Rural,11,54,1,51,Master,91441.56
2674,George Rodriguez,35,Rural,20,35,1,100,Master,109344.91
3358,Mary Sanchez,32,Metro,11,42,0,59,PhD,91915.0
3831,Christine Dixon,54,Seoul,2,42,0,89,PhD,127383.28
306,Patty Evans,45,Metro,12,59,1,98,Highschool,102233.76
3794,Jennifer Robinson,48,Metro,22,39,0,57,Master,109743.45
2202,Jennifer Moss,44,Seoul,2,46,1,53,Highschool,90314.24
1062,Cody Santiago,45,Seoul,14,52,0,75,Bachelor,107093.53
844,Samantha Zavala,31,Metro,0,55,1,74,Master,98981.0
3873,Jason Rogers,26,Rural,5,37,0,90,Bachelor,68948.45
2252,Andrew Ellis,52,Metro,10,43,1,57,Bachelor,104347.54
212,Michelle Gomez,39,Metro,14,58,1,69,Highschool,93113.68
3998,Barbara Schmidt,36,Metro,27,46,0,78,Bachelor,116982.24
680,Heather Hayes,48,Seoul,12,38,0,62,Bachelor,102412.26
566,John Robinson,41,Seoul,27,44,1,54,Bachelor,116936.48
3291,Anna Russell,46,Metro,3,44,1,83,Highschool,85441.08
4355,Christine Alexander,35,Rural,1,38,1,72,Bachelor,79172.82
681,Gabriel Martin,55,Rural,15,48,1,69,Master,114526.65
181,Carrie Salinas,53,Seoul,11,33,0,61,Master,108948.27
4280,Madison Martin,51,Metro,21,59,0,94,Bachelor,135229.62
2496,John Blake,54,Metro,3,31,0,53,Bachelor,85088.96
2317,Andrea Haynes,29,Seoul,16,39,1,94,Highschool,96041.3
4274,Jason Fisher,58,Seoul,26,32,1,87,Bachelor,138145.7
279,Elizabeth Jones,49,Seoul,23,47,1,88,Master,138437.35
3684,Laura Harrison,25,Metro,6,32,0,62,Master,82371.17
4763,Frank Simmons,55,Seoul,23,46,0,93,Bachelor,122471.09
433,Dr. Erin Lopez,34,Seoul,21,59,1,75,Highschool,107369.13
290,Dean Wilkins,56,Rural,29,58,0,58,Highschool,104465.39
1028,Gary Jones,53,Rural,1,36,0,69,PhD,94493.01
536,Katelyn Warner,60,Rural,24,34,0,60,PhD,124715.8
3632,Peter Short,40,Metro,30,49,0,89,Bachelor,122668.41
189,Oscar Molina,26,Rural,2,33,1,84,Bachelor,67032.89
2175,John Peterson,50,Metro,23,42,1,72,Bachelor,112536.37
3916,Justin Price,27,Metro,11,59,1,90,PhD,104916.17
1863,Steven Gonzalez,39,Metro,6,35,1,98,Bachelor,97709.29
271,Tara Huber,59,Metro,22,37,0,77,Highschool,119967.29
1729,Matthew Martinez,55,Metro,7,32,1,95,Master,102854.76
4076,William Phillips,51,Rural,18,37,0,65,Master,115267.16
2158,Megan Gonzalez,34,Rural,10,43,0,63,Master,79234.15
3932,Renee Smith,60,Seoul,22,33,1,59,Highschool,109442.1
112,Kelly Luna,47,Metro,3,44,1,72,Master,100502.08
2385,Christian Robinson,45,Metro,5,39,0,74,Highschool,80988.64
221,Emily Stevens,28,Seoul,13,50,0,97,PhD,111235.97
628,Emily Humphrey,27,Metro,20,45,1,50,Bachelor,95101.98
1182,Seth Mcdowell,30,Metro,8,54,1,68,Bachelor,95980.63
3382,Maria Jacobson,59,Seoul,9,40,0,90,Highschool,94031.83
2423,Stephanie Miller,50,Metro,28,52,1,59,Highschool,106997.6
791,Michael Peterson,54,Seoul,2,49,0,88,Bachelor,98422.91
4276,Sarah Rodriguez,44,Metro,25,34,1,98,Highschool,100398.08
462,Troy Vargas,39,Seoul,12,50,0,61,Highschool,85571.32
4403,Leslie Stephens,38,Seoul,3,48,0,90,PhD,109954.22
552,Robert Riley,49,Metro,5,35,0,92,Highschool,85721.21
3130,Ryan Oneal,50,Seoul,26,54,0,84,Master,133311.07
1445,Dr. Noah Taylor,50,Metro,22,59,0,91,Bachelor,132039.55
199,Bradley Taylor,50,Metro,7,45,0,81,Highschool,93482.64
2590,Debra Pruitt,40,Seoul,7,30,0,83,Bachelor,95335.44
403,Larry Graves,26,Seoul,24,52,1,57,Highschool,87831.42
3960,Connor White,47,Seoul,28,31,0,74,Highschool,117154.15
4190,Kristen Robertson,32,Metro,12,51,1,90,Bachelor,90576.14
4764,Colleen Jones,31,Rural,7,31,0,95,Master,84040.61
2096,Sean Rodgers,39,Metro,14,46,0,79,Bachelor,101531.72
2901,Cameron Allen,59,Rural,7,48,0,56,Highschool,91141.85
4463,Jennifer Stanley,50,Seoul,24,30,0,65,Bachelor,108152.25
651,Shawn Hutchinson,55,Seoul,12,39,1,61,Bachelor,101259.39
709,Joseph Medina,25,Metro,10,37,0,94,PhD,97774.92
1481,Johnny Miller,49,Seoul,17,48,0,71,Bachelor,121985.77
4415,Alexandria Hernandez,46,Seoul,29,44,1,94,Highschool,118660.96
3066,Michael Welch,23,Metro,2,51,1,57,Highschool,71687.42
2396,Jonathan Stewart,49,Rural,0,41,1,62,Highschool,79754.22
1770,Shirley Nelson,49,Seoul,7,49,1,72,Bachelor,99631.66
315,Ashley Torres,54,Rural,24,41,1,84,Bachelor,126960.71
3762,Jessica Chavez,42,Rural,1,31,1,68,Highschool,76228.08
4910,Vincent Waters,25,Metro,18,51,1,71,Highschool,96717.94
114,Kenneth Buchanan,60,Seoul,30,46,1,99,Highschool,134195.25
961,Jacqueline Horne,34,Metro,2,38,0,61,Highschool,70160.43
2911,Ashley Larson,53,Seoul,21,56,0,62,Master,116507.57
3406,Donna Larsen,47,Seoul,18,47,0,60,Bachelor,111736.06
1624,Wesley Braun,50,Seoul,1,34,0,55,Highschool,72269.65
3323,Dr. Patricia Henderson MD,29,Rural,16,31,0,64,PhD,99822.92
5000,Corey Dixon,35,Seoul,16,31,1,62,Highschool,94348.6
1819,Kimberly White,30,Metro,2,42,0,68,Bachelor,69044.2
3195,Charles Frank,39,Seoul,14,54,0,98,Master,117348.65
3008,Stephanie Kirby,48,Metro,11,38,0,57,Bachelor,86047.87
3415,Abigail Padilla,39,Metro,12,40,1,53,Master,105356.45
4529,Mark Williams,37,Rural,25,44,0,85,Highschool,89754.27
1898,Lee Cook,48,Rural,1,48,0,93,Bachelor,97951.68
1919,Rebecca Phillips,58,Metro,26,45,1,68,Bachelor,118463.24
1271,Stacey Robinson,34,Metro,12,38,1,59,Master,99218.33
4177,Wendy Riley,33,Rural,14,53,1,86,PhD,108538.4
4963,Jose Summers,33,Rural,23,52,0,52,Bachelor,101537.25
4884,William Mendez,45,Metro,1,54,0,98,Master,108629.03
4095,Brent Jones,45,Metro,5,59,1,78,Highschool,100153.94
3160,Michael Cisneros,44,Metro,13,58,0,86,PhD,124133.84
1814,Catherine Bond,56,Rural,21,60,0,51,Bachelor,105214.97
2427,Donna Beard,31,Metro,11,44,0,50,Bachelor,76102.76
3951,Daniel Nash,34,Metro,23,49,1,52,Master,119755.75
4429,Mary Livingston,51,Metro,10,60,1,97,Highschool,119597.2
2143,Michele Meyer,28,Metro,12,32,0,87,PhD,93000.6
1627,Ms. Angela Gaines,28,Seoul,4,53,1,65,Bachelor,90812.22
790,Shelia Williamson,58,Seoul,15,56,1,57,Bachelor,122480.78
3787,Donna Brennan,42,Metro,3,46,1,69,Bachelor,96007.2
1865,Andrea Meza,34,Seoul,27,34,1,82,Master,107905.73
2866,Alex Jackson,35,Seoul,17,57,0,52,Highschool,90325.94
872,Linda Mayo,22,Seoul,20,30,0,77,Highschool,77149.23
3272,Faith Nixon,31,Metro,2,46,0,91,Bachelor,77369.26
3834,Wendy Davis,39,Metro,17,52,1,78,Bachelor,99301.7
74,Steven Williamson,36,Metro,4,45,1,66,Bachelor,95511.74
1753,Daniel Carrillo,39,Seoul,18,57,1,78,Master,124145.68
1422,Michael Alvarez,55,Metro,25,45,0,77,Master,125621.44
4222,Ashley Marshall,23,Seoul,7,46,0,73,Master,90908.61
4694,Michael Griffith,56,Metro,22,51,0,99,Master,128970.64
4370,Victoria Jones,55,Metro,29,49,1,87,Highschool,135031.67
4576,Shannon Fleming,58,Metro,10,51,0,84,Highschool,94306.54
3810,Nicole Stephenson,37,Seoul,13,43,0,64,Master,92349.49
2245,Jacob Shaffer,42,Seoul,5,58,1,90,Highschool,104329.43
3048,Hunter Pennington,53,Seoul,13,56,0,78,Bachelor,106908.57
2446,William Torres,51,Metro,22,46,0,86,Master,115234.35
495,Carl Fields,46,Seoul,20,41,1,51,Master,110366.69
3131,Rebecca Contreras,60,Metro,19,55,1,54,Bachelor,129679.35
4322,Anthony Howard,36,Metro,2,47,1,93,PhD,101267.76
4398,Robert Combs,57,Seoul,7,40,1,60,Highschool,104052.35
1165,Tracy Johnson,42,Metro,15,36,0,51,Bachelor,98441.89
3735,Jared Conrad,40,Seoul,1,33,0,64,Bachelor,76677.16
1731,Penny Thomas,50,Seoul,7,33,0,61,Bachelor,90455.73
4813,Cheryl Floyd,31,Rural,6,46,1,60,Bachelor,79874.42
2403,Rachel James,48,Metro,13,57,0,67,PhD,128555.33
